"J1024-0719","PTA","2022-06-17-13:10:06","2019-04-22-17:25:57","1152","73","5.6","229.3","4.2"
"J1022+1001","PTA","2022-06-17-13:05:25","2019-05-20-19:10:05","1124","72","5.4","398.4","4.3"
"J1017-7156","TPA, RelBin, PTA","2022-06-17-12:59:55","2019-03-15-04:43:04","1191","92","20.3","548.5","4.3"
"J1012-4235","RelBin, PTA","2022-06-17-12:55:06","2019-04-22-17:05:20","1152","84","14.1","54.9","4.3"
"J0955-6150","RelBin, PTA","2022-06-17-12:50:06","2019-03-26-19:04:56","1179","122","52","105.8","4.5"
"J0931-1902","PTA","2022-06-17-12:41:34","2019-04-16-22:32:10","1158","59","8.7","181.2","7.6"
"J0900-3144","RelBin, PTA","2022-06-17-12:36:53","2019-04-16-22:21:16","1158","80","7.7","570.9","4.2"
"J0711-6830","PTA","2022-06-17-12:30:08","2019-04-16-21:29:15","1158","76","5.7","222.6","4.3"
"J0636-3044","PTA","2022-06-17-12:08:52","2019-04-22-15:13:59","1152","59","18.2","59.5","20.4"
"J0614-3329","RelBin, PTA","2022-06-17-12:04:17","2019-04-22-11:16:17","1153","88","20.8","141","4.3"
"J0613-0200","RelBin, PTA","2022-06-17-11:59:11","2019-04-22-10:58:00","1153","71","5.3","354.6","4.2"
"J0610-2100","PTA","2022-06-17-11:54:28","2019-04-22-11:07:08","1153","73","9.5","180.3","4.3"
"J0437-4715","PTA, TPA, RelBin","2022-06-17-11:49:22","2019-03-26-16:26:02","1179","112","86.4","22751.4","4.2"
"J1843-1113","PTA","2022-06-15-20:45:06","2019-04-23-03:21:41","1150","73","5.2","149.1","4.3"
"J1832-0836","PTA","2022-06-15-20:40:35","2019-04-17-00:08:48","1156","54","4.4","42.3","4.3"
"J1804-2858","PTA","2022-06-15-20:17:15","2019-04-23-05:20:46","1150","46","13.8","173.9","18.4"
"J1804-2717","RelBin, PTA","2022-06-15-20:12:08","2019-04-23-05:11:38","1150","43","6.6","219.5","4.9"
